language,filename,blank,comment,code,"github.com/AlDanial/cloc v 2.04  T=9.92 s (115.8 files/s 117475.8 lines/s)"
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Pkcs.7.0.0\runtimes\win\lib\net6.0\System.Security.Cryptography.Pkcs.xml,4,0,701
XML,..\..\dev\winforms\pie\packages\System.ServiceProcess.ServiceController.7.0.0\runtimes\win\lib\net6.0\System.ServiceProcess.ServiceController.xml,0,0,698
XML,..\..\dev\winforms\pie\packages\System.DirectoryServices.AccountManagement.7.0.0\runtimes\win\lib\net7.0\System.DirectoryServices.AccountManagement.xml,15,0,693
XML,..\..\dev\winforms\pie\packages\System.Diagnostics.EventLog.7.0.0\runtimes\win\lib\net7.0\System.Diagnostics.EventLog.xml,0,0,678
Text,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\THIRD-PARTY-NOTICES.TXT,208,0,676
XML,..\..\dev\winforms\pie\packages\System.Drawing.Common.7.0.0\lib\netstandard2.0\System.Drawing.Common.xml,3,0,664
XML,..\..\dev\winforms\pie\packages\System.Net.Http.Json.9.0.0\lib\netstandard2.0\System.Net.Http.Json.xml,0,0,644
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Pkcs.7.0.0\lib\net6.0\System.Security.Cryptography.Pkcs.xml,3,0,640
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Pkcs.7.0.0\lib\netstandard2.0\System.Security.Cryptography.Pkcs.xml,6,0,633
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Pkcs.7.0.0\runtimes\win\lib\net7.0\System.Security.Cryptography.Pkcs.xml,4,0,630
XML,..\..\dev\winforms\pie\packages\System.ServiceProcess.ServiceController.7.0.0\runtimes\win\lib\net7.0\System.ServiceProcess.ServiceController.xml,0,0,627
XML,..\..\dev\winforms\pie\packages\System.Reflection.Emit.ILGeneration.4.7.0\runtimes\aot\lib\netcore50\System.Reflection.Emit.ILGeneration.xml,0,0,626
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.SystemEvents.7.0.0\runtimes\win\lib\net6.0\Microsoft.Win32.SystemEvents.xml,0,0,616
C++,..\..\dev\winforms\pie\packages\CefSharp.Common.116.0.150\src\CefSharp.BrowserSubprocess.Core\CefAppUnmanagedWrapper.cpp,114,58,604
C++,..\..\dev\winforms\pie\packages\CefSharp.Common.116.0.150\src\CefSharp.Core.Runtime\Internals\CefBrowserHostWrapper.cpp,174,19,591
Markdown,..\..\dev\winforms\pie\packages\LibGit2Sharp.0.27.2\App_Readme\CHANGES.md,217,0,591
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\ref\netstandard1.3\ja\Microsoft.Win32.Registry.xml,0,0,575
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\ref\netstandard1.3\ko\Microsoft.Win32.Registry.xml,0,0,572
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Pkcs.7.0.0\lib\net7.0\System.Security.Cryptography.Pkcs.xml,3,0,569
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\ref\netstandard1.3\zh-hant\Microsoft.Win32.Registry.xml,0,0,567
XML,..\..\dev\winforms\pie\packages\System.Diagnostics.EventLog.7.0.0\lib\netstandard2.0\System.Diagnostics.EventLog.xml,8,0,565
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\ref\netstandard1.3\fr\Microsoft.Win32.Registry.xml,0,0,564
C#,..\..\dev\winforms\pie\packages\CefSharp.Common.116.0.150\src\CefSharp\Internals\JavascriptObjectRepository.cs,113,120,563
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\ref\netstandard1.3\zh-hans\Microsoft.Win32.Registry.xml,0,0,563
XML,..\..\dev\winforms\pie\packages\System.IO.FileSystem.AccessControl.5.0.0\runtimes\win\lib\netstandard2.0\System.IO.FileSystem.AccessControl.xml,30,0,560
XML,..\..\dev\winforms\pie\packages\System.Data.Odbc.7.0.0\lib\netstandard2.0\System.Data.Odbc.xml,3,0,557
XML,..\..\dev\winforms\pie\packages\System.DirectoryServices.Protocols.7.0.0\lib\netstandard2.0\System.DirectoryServices.Protocols.xml,3,0,557
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\ref\netstandard1.3\es\Microsoft.Win32.Registry.xml,0,0,551
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\ref\netstandard1.3\it\Microsoft.Win32.Registry.xml,0,0,550
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\ref\netstandard1.3\Microsoft.Win32.Registry.xml,0,0,549
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\ref\netstandard1.3\de\Microsoft.Win32.Registry.xml,0,0,549
XML,..\..\dev\winforms\pie\packages\System.DirectoryServices.AccountManagement.7.0.0\lib\netstandard2.0\System.DirectoryServices.AccountManagement.xml,3,0,548
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.SystemEvents.7.0.0\runtimes\win\lib\net7.0\Microsoft.Win32.SystemEvents.xml,0,0,545
XML,..\..\dev\winforms\pie\packages\System.DirectoryServices.7.0.0\lib\net6.0\System.DirectoryServices.xml,0,0,538
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\ref\netstandard1.3\ru\Microsoft.Win32.Registry.xml,0,0,537
XML,..\..\dev\winforms\pie\packages\System.Data.OleDb.7.0.0\lib\net6.0\System.Data.OleDb.xml,0,0,536
XML,..\..\dev\winforms\pie\packages\System.Reflection.Emit.ILGeneration.4.7.0\ref\netstandard1.0\ja\System.Reflection.Emit.ILGeneration.xml,0,0,528
